,BusinessTravel,Department,EducationField,JobRole,MaritalStatus,AgeBin,AttritionCat,DistanceFromHomeBin,EducationCat,EnvironmentSatisfactionCat,GenderCat,JobInvolvementCat,JobSatisfactionCat,MonthlyIncomeBin,NumCompaniesWorkedBin,OverTimeCat,PercentSalaryHikeBin,RelationshipSatisfactionCat,StockOptionLevelCat,TotalWorkingYearsBin,TrainingTimesLastYearBin,WorkLifeBalanceCat,YearsWithCurrManagerBin
829,Travel_Rarely,Sales,Life Sciences,Sales Executive,Married,"[18.0, 28.0)_Age",Yes_Attr,far_Dist,Below College,Very High_Sat,Female,Medium_JobInv,Low_JobSat,medium_Inc,some_Comp,No_OT,low_PSH,Low_RelSat,1_StockLevelRelSat,less 10 years_TWY,yes_TrainTimesLY,Bad_WorkLifeBal,0-3 years_YWCM
830,Travel_Frequently,Sales,Medical,Sales Executive,Married,"[38.0, 48.0)_Age",No_Attr,medium_Dist,Master,Medium_Sat,Female,High_JobInv,Low_JobSat,low_Inc,none_Comp,No_OT,high_PSH,Very High_RelSat,1_StockLevelRelSat,less 10 years_TWY,yes_TrainTimesLY,Bad_WorkLifeBal,4-9 years_YWCM
831,Travel_Rarely,Sales,Life Sciences,Sales Executive,Married,"[18.0, 28.0)_Age",No_Attr,near_Dist,Below College,Medium_Sat,Male,High_JobInv,High_JobSat,low_Inc,some_Comp,No_OT,high_PSH,High_RelSat,0_StockLevel,less 10 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,4-9 years_YWCM
832,Travel_Rarely,Sales,Marketing,Sales Executive,Divorced,"[38.0, 48.0)_Age",No_Attr,medium_Dist,Master,Very High_Sat,Male,High_JobInv,High_JobSat,low_Inc,some_Comp,Yes_OT,low_PSH,Very High_RelSat,1_StockLevelRelSat,less 10 years_TWY,yes_TrainTimesLY,Best_WorkLifeBal,0-3 years_YWCM
833,Travel_Rarely,Sales,Medical,Sales Executive,Single,"[18.0, 28.0)_Age",No_Attr,near_Dist,Bachelor,Very High_Sat,Male,High_JobInv,Low_JobSat,medium_Inc,none_Comp,No_OT,high_PSH,Very High_RelSat,0_StockLevel,less 10 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,0-3 years_YWCM
834,Travel_Rarely,Sales,Medical,Sales Executive,Married,"[28.0, 38.0)_Age",No_Attr,medium_Dist,Bachelor,High_Sat,Female,High_JobInv,High_JobSat,medium_Inc,some_Comp,Yes_OT,high_PSH,High_RelSat,1_StockLevelRelSat,10-20 years_TWY,yes_TrainTimesLY,Good_WorkLifeBal,0-3 years_YWCM
835,Travel_Rarely,Sales,Marketing,Sales Executive,Married,"[28.0, 38.0)_Age",No_Attr,far_Dist,Bachelor,Low_Sat,Female,Medium_JobInv,Low_JobSat,low_Inc,some_Comp,No_OT,high_PSH,Low_RelSat,1_StockLevelRelSat,10-20 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,0-3 years_YWCM
836,Non-Travel,Sales,Life Sciences,Sales Executive,Single,"[28.0, 38.0)_Age",No_Attr,near_Dist,College,Medium_Sat,Male,High_JobInv,Very High_JobSat,low_Inc,some_Comp,No_OT,high_PSH,Low_RelSat,0_StockLevel,10-20 years_TWY,yes_TrainTimesLY,Good_WorkLifeBal,4-9 years_YWCM
837,Travel_Rarely,Sales,Marketing,Sales Executive,Divorced,"[38.0, 48.0)_Age",No_Attr,near_Dist,College,Medium_Sat,Male,High_JobInv,Low_JobSat,low_Inc,some_Comp,No_OT,high_PSH,High_RelSat,3_StockLevelRelSat,more 20 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,4-9 years_YWCM
838,Travel_Rarely,Sales,Marketing,Sales Executive,Married,"[28.0, 38.0)_Age",No_Attr,medium_Dist,Bachelor,High_Sat,Female,Medium_JobInv,High_JobSat,low_Inc,some_Comp,No_OT,high_PSH,Low_RelSat,1_StockLevelRelSat,10-20 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,4-9 years_YWCM
839,Travel_Rarely,Sales,Marketing,Sales Executive,Divorced,"[28.0, 38.0)_Age",No_Attr,far_Dist,College,Very High_Sat,Male,High_JobInv,Very High_JobSat,low_Inc,some_Comp,No_OT,low_PSH,Very High_RelSat,1_StockLevelRelSat,10-20 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,0-3 years_YWCM
840,Travel_Rarely,Sales,Marketing,Sales Executive,Married,"[28.0, 38.0)_Age",No_Attr,near_Dist,College,High_Sat,Female,High_JobInv,Very High_JobSat,low_Inc,none_Comp,Yes_OT,high_PSH,Low_RelSat,1_StockLevelRelSat,less 10 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,0-3 years_YWCM
841,Travel_Frequently,Sales,Medical,Sales Executive,Divorced,"[38.0, 48.0)_Age",No_Attr,near_Dist,College,Very High_Sat,Female,Low_JobInv,Very High_JobSat,low_Inc,none_Comp,No_OT,high_PSH,Very High_RelSat,3_StockLevelRelSat,less 10 years_TWY,yes_TrainTimesLY,Best_WorkLifeBal,0-3 years_YWCM
842,Non-Travel,Sales,Marketing,Sales Executive,Married,"[18.0, 28.0)_Age",No_Attr,near_Dist,Below College,High_Sat,Female,High_JobInv,Medium_JobSat,low_Inc,none_Comp,Yes_OT,low_PSH,Low_RelSat,3_StockLevelRelSat,less 10 years_TWY,yes_TrainTimesLY,Good_WorkLifeBal,0-3 years_YWCM
843,Travel_Rarely,Sales,Life Sciences,Sales Executive,Single,"[28.0, 38.0)_Age",No_Attr,near_Dist,Bachelor,High_Sat,Male,Medium_JobInv,Very High_JobSat,low_Inc,many_Comp,No_OT,high_PSH,Very High_RelSat,0_StockLevel,10-20 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,4-9 years_YWCM
844,Travel_Frequently,Sales,Life Sciences,Sales Executive,Single,"[28.0, 38.0)_Age",No_Attr,medium_Dist,Bachelor,Medium_Sat,Male,High_JobInv,Medium_JobSat,low_Inc,none_Comp,No_OT,low_PSH,Medium_RelSat,0_StockLevel,less 10 years_TWY,yes_TrainTimesLY,Best_WorkLifeBal,0-3 years_YWCM
845,Travel_Rarely,Sales,Life Sciences,Sales Executive,Single,"[18.0, 28.0)_Age",No_Attr,far_Dist,Bachelor,Very High_Sat,Male,High_JobInv,High_JobSat,low_Inc,some_Comp,No_OT,low_PSH,Very High_RelSat,0_StockLevel,less 10 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,0-3 years_YWCM
846,Travel_Frequently,Sales,Medical,Sales Executive,Divorced,"[28.0, 38.0)_Age",No_Attr,near_Dist,Bachelor,Low_Sat,Male,Medium_JobInv,Medium_JobSat,low_Inc,some_Comp,Yes_OT,low_PSH,Medium_RelSat,1_StockLevelRelSat,10-20 years_TWY,yes_TrainTimesLY,Good_WorkLifeBal,4-9 years_YWCM
847,Travel_Rarely,Sales,Technical Degree,Sales Executive,Married,"[28.0, 38.0)_Age",No_Attr,near_Dist,Bachelor,Low_Sat,Male,High_JobInv,High_JobSat,low_Inc,none_Comp,No_OT,high_PSH,High_RelSat,1_StockLevelRelSat,less 10 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,0-3 years_YWCM
848,Travel_Rarely,Sales,Life Sciences,Sales Executive,Divorced,"[28.0, 38.0)_Age",No_Attr,medium_Dist,Master,Medium_Sat,Male,High_JobInv,Very High_JobSat,low_Inc,some_Comp,No_OT,low_PSH,High_RelSat,1_StockLevelRelSat,less 10 years_TWY,yes_TrainTimesLY,Good_WorkLifeBal,0-3 years_YWCM
849,Travel_Rarely,Sales,Marketing,Sales Executive,Single,"[28.0, 38.0)_Age",No_Attr,medium_Dist,Master,Medium_Sat,Male,High_JobInv,Low_JobSat,low_Inc,none_Comp,No_OT,low_PSH,Low_RelSat,0_StockLevel,10-20 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,0-3 years_YWCM
850,Travel_Rarely,Sales,Marketing,Sales Executive,Divorced,"[28.0, 38.0)_Age",No_Attr,medium_Dist,College,Very High_Sat,Male,High_JobInv,Very High_JobSat,medium_Inc,some_Comp,No_OT,low_PSH,Very High_RelSat,1_StockLevelRelSat,less 10 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,0-3 years_YWCM
851,Travel_Rarely,Sales,Life Sciences,Sales Executive,Single,"[38.0, 48.0)_Age",Yes_Attr,near_Dist,College,Low_Sat,Male,High_JobInv,High_JobSat,low_Inc,many_Comp,No_OT,low_PSH,Low_RelSat,0_StockLevel,less 10 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,0-3 years_YWCM
852,Travel_Frequently,Sales,Marketing,Sales Executive,Single,"[28.0, 38.0)_Age",No_Attr,near_Dist,College,Very High_Sat,Male,High_JobInv,Medium_JobSat,low_Inc,many_Comp,No_OT,high_PSH,High_RelSat,0_StockLevel,10-20 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,0-3 years_YWCM
853,Travel_Rarely,Sales,Medical,Sales Executive,Married,"[28.0, 38.0)_Age",Yes_Attr,medium_Dist,Bachelor,Very High_Sat,Male,Medium_JobInv,Low_JobSat,low_Inc,many_Comp,No_OT,high_PSH,High_RelSat,0_StockLevel,10-20 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,0-3 years_YWCM
854,Travel_Rarely,Sales,Technical Degree,Sales Executive,Married,"[28.0, 38.0)_Age",No_Attr,near_Dist,Bachelor,Medium_Sat,Female,Very High_JobInv,Very High_JobSat,low_Inc,some_Comp,No_OT,low_PSH,Medium_RelSat,1_StockLevelRelSat,10-20 years_TWY,yes_TrainTimesLY,Good_WorkLifeBal,0-3 years_YWCM
855,Non-Travel,Sales,Medical,Sales Executive,Married,"[48.0, 58.04)_Age",No_Attr,near_Dist,Bachelor,Very High_Sat,Male,High_JobInv,Low_JobSat,medium_Inc,none_Comp,No_OT,low_PSH,Low_RelSat,2_StockLevelRelSat,less 10 years_TWY,no_TrainTimesLY,Better_WorkLifeBal,0-3 years_YWCM
856,Travel_Rarely,Sales,Life Sciences,Sales Executive,Married,"[28.0, 38.0)_Age",No_Attr,medium_Dist,Bachelor,Very High_Sat,Female,Medium_JobInv,Very High_JobSat,medium_Inc,some_Comp,No_OT,high_PSH,High_RelSat,1_StockLevelRelSat,less 10 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,0-3 years_YWCM
857,Travel_Rarely,Sales,Life Sciences,Sales Executive,Single,"[38.0, 48.0)_Age",No_Attr,near_Dist,College,Very High_Sat,Male,Low_JobInv,Very High_JobSat,low_Inc,many_Comp,No_OT,low_PSH,Low_RelSat,0_StockLevel,less 10 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,0-3 years_YWCM
858,Travel_Frequently,Sales,Marketing,Sales Executive,Married,"[28.0, 38.0)_Age",No_Attr,near_Dist,Doctor,Low_Sat,Male,High_JobInv,High_JobSat,low_Inc,many_Comp,No_OT,low_PSH,High_RelSat,1_StockLevelRelSat,10-20 years_TWY,yes_TrainTimesLY,Good_WorkLifeBal,0-3 years_YWCM
859,Travel_Rarely,Sales,Marketing,Sales Executive,Single,"[18.0, 28.0)_Age",No_Attr,near_Dist,Bachelor,Very High_Sat,Male,High_JobInv,High_JobSat,medium_Inc,some_Comp,No_OT,low_PSH,Medium_RelSat,0_StockLevel,less 10 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,0-3 years_YWCM
860,Non-Travel,Sales,Marketing,Sales Executive,Married,"[28.0, 38.0)_Age",Yes_Attr,far_Dist,College,High_Sat,Male,Medium_JobInv,High_JobSat,low_Inc,some_Comp,Yes_OT,low_PSH,Low_RelSat,2_StockLevelRelSat,less 10 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,0-3 years_YWCM
861,Travel_Rarely,Sales,Marketing,Sales Executive,Single,"[28.0, 38.0)_Age",No_Attr,medium_Dist,Master,Very High_Sat,Male,High_JobInv,Very High_JobSat,high_Inc,none_Comp,No_OT,low_PSH,High_RelSat,0_StockLevel,less 10 years_TWY,yes_TrainTimesLY,Best_WorkLifeBal,0-3 years_YWCM
862,Travel_Rarely,Sales,Medical,Sales Executive,Married,"[28.0, 38.0)_Age",Yes_Attr,near_Dist,College,Very High_Sat,Male,High_JobInv,High_JobSat,low_Inc,some_Comp,Yes_OT,high_PSH,Low_RelSat,0_StockLevel,10-20 years_TWY,yes_TrainTimesLY,Good_WorkLifeBal,0-3 years_YWCM
863,Travel_Rarely,Sales,Life Sciences,Sales Executive,Divorced,"[28.0, 38.0)_Age",No_Attr,near_Dist,Bachelor,High_Sat,Male,Medium_JobInv,Medium_JobSat,low_Inc,some_Comp,No_OT,low_PSH,High_RelSat,1_StockLevelRelSat,10-20 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,4-9 years_YWCM
864,Travel_Rarely,Sales,Life Sciences,Sales Executive,Single,"[38.0, 48.0)_Age",No_Attr,near_Dist,Bachelor,High_Sat,Male,High_JobInv,Very High_JobSat,low_Inc,some_Comp,No_OT,low_PSH,Low_RelSat,0_StockLevel,10-20 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,0-3 years_YWCM
865,Travel_Rarely,Sales,Marketing,Sales Executive,Married,"[48.0, 58.04)_Age",No_Attr,far_Dist,Bachelor,High_Sat,Male,High_JobInv,Medium_JobSat,high_Inc,many_Comp,No_OT,low_PSH,Very High_RelSat,1_StockLevelRelSat,more 20 years_TWY,yes_TrainTimesLY,Best_WorkLifeBal,4-9 years_YWCM
866,Travel_Frequently,Sales,Life Sciences,Sales Executive,Married,"[18.0, 28.0)_Age",No_Attr,near_Dist,Master,High_Sat,Female,High_JobInv,High_JobSat,low_Inc,some_Comp,No_OT,high_PSH,Medium_RelSat,2_StockLevelRelSat,less 10 years_TWY,yes_TrainTimesLY,Best_WorkLifeBal,4-9 years_YWCM
867,Travel_Rarely,Sales,Life Sciences,Sales Executive,Single,"[28.0, 38.0)_Age",No_Attr,near_Dist,Master,Low_Sat,Male,Medium_JobInv,Very High_JobSat,medium_Inc,some_Comp,No_OT,high_PSH,High_RelSat,0_StockLevel,10-20 years_TWY,yes_TrainTimesLY,Best_WorkLifeBal,4-9 years_YWCM
868,Travel_Rarely,Sales,Medical,Sales Executive,Single,"[28.0, 38.0)_Age",No_Attr,near_Dist,Bachelor,Low_Sat,Female,High_JobInv,High_JobSat,low_Inc,some_Comp,No_OT,high_PSH,Very High_RelSat,0_StockLevel,less 10 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,0-3 years_YWCM
869,Travel_Rarely,Sales,Marketing,Sales Executive,Single,"[38.0, 48.0)_Age",No_Attr,medium_Dist,Bachelor,Very High_Sat,Female,High_JobInv,Very High_JobSat,low_Inc,some_Comp,No_OT,low_PSH,Very High_RelSat,0_StockLevel,10-20 years_TWY,yes_TrainTimesLY,Good_WorkLifeBal,0-3 years_YWCM
870,Travel_Frequently,Sales,Medical,Sales Executive,Divorced,"[28.0, 38.0)_Age",No_Attr,near_Dist,Master,Low_Sat,Female,Very High_JobInv,Very High_JobSat,low_Inc,some_Comp,No_OT,high_PSH,Very High_RelSat,2_StockLevelRelSat,10-20 years_TWY,yes_TrainTimesLY,Best_WorkLifeBal,4-9 years_YWCM
871,Travel_Frequently,Sales,Marketing,Sales Executive,Single,"[18.0, 28.0)_Age",Yes_Attr,medium_Dist,College,Very High_Sat,Female,High_JobInv,High_JobSat,low_Inc,none_Comp,Yes_OT,low_PSH,Very High_RelSat,0_StockLevel,less 10 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,0-3 years_YWCM
872,Travel_Rarely,Sales,Technical Degree,Sales Executive,Married,"[28.0, 38.0)_Age",No_Attr,near_Dist,College,High_Sat,Male,Medium_JobInv,Medium_JobSat,low_Inc,some_Comp,Yes_OT,low_PSH,Very High_RelSat,0_StockLevel,10-20 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,0-3 years_YWCM
873,Travel_Rarely,Sales,Other,Sales Executive,Single,"[38.0, 48.0)_Age",Yes_Attr,near_Dist,Master,Very High_Sat,Female,High_JobInv,High_JobSat,low_Inc,some_Comp,Yes_OT,low_PSH,Very High_RelSat,0_StockLevel,less 10 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,0-3 years_YWCM
874,Travel_Rarely,Sales,Marketing,Sales Executive,Divorced,"[38.0, 48.0)_Age",No_Attr,medium_Dist,Master,High_Sat,Female,Medium_JobInv,High_JobSat,medium_Inc,none_Comp,Yes_OT,low_PSH,Medium_RelSat,2_StockLevelRelSat,less 10 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,4-9 years_YWCM
875,Travel_Frequently,Sales,Marketing,Sales Executive,Married,"[38.0, 48.0)_Age",No_Attr,medium_Dist,Doctor,Very High_Sat,Female,Medium_JobInv,Low_JobSat,low_Inc,some_Comp,No_OT,high_PSH,High_RelSat,1_StockLevelRelSat,less 10 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,0-3 years_YWCM
876,Travel_Rarely,Sales,Life Sciences,Sales Executive,Married,"[28.0, 38.0)_Age",No_Attr,near_Dist,Master,High_Sat,Male,High_JobInv,Very High_JobSat,medium_Inc,some_Comp,Yes_OT,low_PSH,Very High_RelSat,0_StockLevel,10-20 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,4-9 years_YWCM
877,Travel_Rarely,Sales,Marketing,Sales Executive,Married,"[18.0, 28.0)_Age",No_Attr,near_Dist,Master,High_Sat,Female,High_JobInv,Very High_JobSat,low_Inc,some_Comp,No_OT,high_PSH,High_RelSat,2_StockLevelRelSat,less 10 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,0-3 years_YWCM
878,Travel_Rarely,Sales,Marketing,Sales Executive,Married,"[28.0, 38.0)_Age",No_Attr,near_Dist,Master,High_Sat,Male,High_JobInv,Medium_JobSat,low_Inc,none_Comp,No_OT,low_PSH,Very High_RelSat,1_StockLevelRelSat,10-20 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,0-3 years_YWCM
879,Travel_Rarely,Sales,Marketing,Sales Executive,Single,"[48.0, 58.04)_Age",No_Attr,medium_Dist,Master,Low_Sat,Male,High_JobInv,Low_JobSat,low_Inc,many_Comp,No_OT,low_PSH,Very High_RelSat,0_StockLevel,10-20 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,0-3 years_YWCM
880,Travel_Rarely,Sales,Medical,Sales Executive,Single,"[28.0, 38.0)_Age",No_Attr,near_Dist,Master,Medium_Sat,Male,High_JobInv,High_JobSat,low_Inc,some_Comp,No_OT,high_PSH,Low_RelSat,0_StockLevel,10-20 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,4-9 years_YWCM
881,Travel_Rarely,Sales,Medical,Sales Executive,Married,"[38.0, 48.0)_Age",No_Attr,near_Dist,Below College,Very High_Sat,Female,Medium_JobInv,Very High_JobSat,low_Inc,some_Comp,Yes_OT,low_PSH,High_RelSat,0_StockLevel,less 10 years_TWY,yes_TrainTimesLY,Good_WorkLifeBal,0-3 years_YWCM
882,Travel_Rarely,Sales,Medical,Sales Executive,Married,"[28.0, 38.0)_Age",No_Attr,near_Dist,Master,Medium_Sat,Female,High_JobInv,Medium_JobSat,low_Inc,many_Comp,No_OT,low_PSH,Very High_RelSat,3_StockLevelRelSat,less 10 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,0-3 years_YWCM
883,Travel_Rarely,Sales,Life Sciences,Sales Executive,Married,"[38.0, 48.0)_Age",No_Attr,far_Dist,Bachelor,Low_Sat,Female,Medium_JobInv,High_JobSat,low_Inc,none_Comp,No_OT,high_PSH,Very High_RelSat,0_StockLevel,less 10 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,0-3 years_YWCM
884,Non-Travel,Sales,Life Sciences,Sales Executive,Divorced,"[28.0, 38.0)_Age",No_Attr,near_Dist,Master,Very High_Sat,Male,High_JobInv,High_JobSat,low_Inc,some_Comp,Yes_OT,high_PSH,Low_RelSat,1_StockLevelRelSat,10-20 years_TWY,yes_TrainTimesLY,Good_WorkLifeBal,4-9 years_YWCM
885,Travel_Rarely,Sales,Marketing,Sales Executive,Divorced,"[38.0, 48.0)_Age",No_Attr,near_Dist,Master,High_Sat,Male,High_JobInv,High_JobSat,medium_Inc,none_Comp,No_OT,low_PSH,Very High_RelSat,0_StockLevel,less 10 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,0-3 years_YWCM
886,Travel_Rarely,Sales,Life Sciences,Sales Executive,Single,"[18.0, 28.0)_Age",No_Attr,near_Dist,College,Medium_Sat,Male,Medium_JobInv,Very High_JobSat,low_Inc,none_Comp,Yes_OT,low_PSH,Medium_RelSat,0_StockLevel,less 10 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,0-3 years_YWCM
887,Non-Travel,Sales,Marketing,Sales Executive,Single,"[28.0, 38.0)_Age",No_Attr,near_Dist,Master,Low_Sat,Male,High_JobInv,Very High_JobSat,high_Inc,some_Comp,Yes_OT,high_PSH,High_RelSat,0_StockLevel,10-20 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,4-9 years_YWCM
888,Travel_Frequently,Sales,Marketing,Sales Executive,Single,"[18.0, 28.0)_Age",No_Attr,near_Dist,Bachelor,High_Sat,Male,High_JobInv,Low_JobSat,low_Inc,none_Comp,Yes_OT,low_PSH,Very High_RelSat,0_StockLevel,less 10 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,0-3 years_YWCM
889,Travel_Rarely,Sales,Other,Sales Executive,Married,"[28.0, 38.0)_Age",No_Attr,near_Dist,Below College,High_Sat,Male,High_JobInv,Low_JobSat,low_Inc,some_Comp,Yes_OT,high_PSH,Very High_RelSat,0_StockLevel,less 10 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,0-3 years_YWCM
890,Travel_Rarely,Sales,Marketing,Sales Executive,Married,"[28.0, 38.0)_Age",No_Attr,far_Dist,Master,Low_Sat,Male,Medium_JobInv,Very High_JobSat,medium_Inc,some_Comp,No_OT,low_PSH,Low_RelSat,2_StockLevelRelSat,10-20 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,0-3 years_YWCM
891,Travel_Rarely,Sales,Medical,Sales Executive,Married,"[28.0, 38.0)_Age",No_Attr,near_Dist,Master,High_Sat,Male,High_JobInv,Very High_JobSat,low_Inc,some_Comp,No_OT,low_PSH,Medium_RelSat,1_StockLevelRelSat,less 10 years_TWY,yes_TrainTimesLY,Best_WorkLifeBal,0-3 years_YWCM
892,Travel_Rarely,Sales,Life Sciences,Sales Executive,Single,"[28.0, 38.0)_Age",No_Attr,near_Dist,College,Very High_Sat,Male,High_JobInv,Very High_JobSat,low_Inc,none_Comp,Yes_OT,high_PSH,High_RelSat,0_StockLevel,less 10 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,4-9 years_YWCM
893,Travel_Rarely,Sales,Other,Sales Executive,Married,"[18.0, 28.0)_Age",No_Attr,far_Dist,Master,High_Sat,Male,High_JobInv,Low_JobSat,low_Inc,none_Comp,No_OT,low_PSH,High_RelSat,0_StockLevel,less 10 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,0-3 years_YWCM
894,Travel_Rarely,Sales,Life Sciences,Sales Executive,Married,"[48.0, 58.04)_Age",No_Attr,near_Dist,College,Very High_Sat,Male,Medium_JobInv,Very High_JobSat,medium_Inc,none_Comp,No_OT,high_PSH,Very High_RelSat,1_StockLevelRelSat,10-20 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,4-9 years_YWCM
895,Travel_Rarely,Sales,Life Sciences,Sales Executive,Married,"[28.0, 38.0)_Age",No_Attr,near_Dist,Below College,Medium_Sat,Female,High_JobInv,Very High_JobSat,low_Inc,none_Comp,No_OT,low_PSH,Low_RelSat,0_StockLevel,less 10 years_TWY,yes_TrainTimesLY,Best_WorkLifeBal,0-3 years_YWCM
896,Travel_Rarely,Sales,Life Sciences,Sales Executive,Single,"[28.0, 38.0)_Age",No_Attr,medium_Dist,College,Very High_Sat,Female,High_JobInv,Very High_JobSat,low_Inc,many_Comp,No_OT,low_PSH,Very High_RelSat,0_StockLevel,10-20 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,0-3 years_YWCM
897,Travel_Rarely,Sales,Medical,Sales Executive,Single,"[48.0, 58.04)_Age",No_Attr,near_Dist,Doctor,Very High_Sat,Male,High_JobInv,Very High_JobSat,medium_Inc,some_Comp,No_OT,high_PSH,Medium_RelSat,0_StockLevel,less 10 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,0-3 years_YWCM
898,Travel_Rarely,Sales,Life Sciences,Sales Executive,Married,"[28.0, 38.0)_Age",Yes_Attr,near_Dist,Below College,High_Sat,Male,Medium_JobInv,Very High_JobSat,medium_Inc,some_Comp,Yes_OT,low_PSH,Low_RelSat,1_StockLevelRelSat,10-20 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,4-9 years_YWCM
899,Travel_Rarely,Sales,Marketing,Sales Executive,Married,"[28.0, 38.0)_Age",No_Attr,medium_Dist,Bachelor,High_Sat,Female,High_JobInv,Medium_JobSat,low_Inc,none_Comp,No_OT,high_PSH,High_RelSat,2_StockLevelRelSat,10-20 years_TWY,yes_TrainTimesLY,Good_WorkLifeBal,4-9 years_YWCM
900,Travel_Frequently,Sales,Marketing,Sales Executive,Married,"[28.0, 38.0)_Age",No_Attr,near_Dist,Master,High_Sat,Male,Medium_JobInv,Very High_JobSat,low_Inc,many_Comp,No_OT,low_PSH,Low_RelSat,1_StockLevelRelSat,10-20 years_TWY,yes_TrainTimesLY,Good_WorkLifeBal,4-9 years_YWCM
901,Travel_Rarely,Sales,Technical Degree,Sales Executive,Married,"[28.0, 38.0)_Age",No_Attr,medium_Dist,College,Medium_Sat,Female,High_JobInv,Very High_JobSat,low_Inc,none_Comp,No_OT,low_PSH,High_RelSat,1_StockLevelRelSat,10-20 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,4-9 years_YWCM
902,Travel_Frequently,Sales,Marketing,Sales Executive,Married,"[48.0, 58.04)_Age",No_Attr,near_Dist,Bachelor,Very High_Sat,Male,High_JobInv,Low_JobSat,medium_Inc,some_Comp,No_OT,low_PSH,Very High_RelSat,1_StockLevelRelSat,10-20 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,0-3 years_YWCM
903,Travel_Rarely,Sales,Marketing,Sales Executive,Married,"[28.0, 38.0)_Age",No_Attr,near_Dist,College,Medium_Sat,Male,Medium_JobInv,Medium_JobSat,low_Inc,some_Comp,No_OT,low_PSH,Low_RelSat,2_StockLevelRelSat,less 10 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,0-3 years_YWCM
904,Non-Travel,Sales,Marketing,Sales Executive,Married,"[28.0, 38.0)_Age",No_Attr,near_Dist,Doctor,Very High_Sat,Male,High_JobInv,Very High_JobSat,low_Inc,some_Comp,No_OT,low_PSH,High_RelSat,1_StockLevelRelSat,less 10 years_TWY,yes_TrainTimesLY,Good_WorkLifeBal,0-3 years_YWCM
905,Travel_Rarely,Sales,Marketing,Sales Executive,Married,"[38.0, 48.0)_Age",No_Attr,medium_Dist,Bachelor,Very High_Sat,Male,Medium_JobInv,Very High_JobSat,low_Inc,some_Comp,Yes_OT,low_PSH,Very High_RelSat,0_StockLevel,less 10 years_TWY,yes_TrainTimesLY,Better_WorkLifeBal,0-3 years_YWCM
906,Travel_Rarely,Sales,Medical,Sales Executive,Single,"[28.0, 38.0)_Age",No_Attr,near_Dist,College,Low_Sat,Male,Very High_JobInv,High_JobSat,high_Inc,none_Comp,No_OT,low_PSH,Medium_RelSat,0_StockLevel,less 10 years_TWY,yes_TrainTimesLY,Good_WorkLifeBal,4-9 years_YWCM
