Age;Attrition;BusinessTravel;Department;DistanceFromHome;Education;EducationField;EnvironmentSatisfaction;Gender;JobInvolvement;JobRole;JobSatisfaction;MaritalStatus;MonthlyIncome;NumCompaniesWorked;OverTime;PercentSalaryHike;RelationshipSatisfaction;StockOptionLevel;TotalWorkingYears;TrainingTimesLastYear;WorkLifeBalance;YearsAtCompany;YearsWithCurrManager;Stagnation;KmeansLabels;DbscanLabels;HierarchicalLabels
36;0;Travel_Rarely;Research & Development;1;3;Medical;2;0;3;Research Scientist;1;Married;5914;0;0;13;4;1;5;3;2;5;2;2;2;3;0
37;0;Travel_Frequently;Research & Development;1;2;Life Sciences;2;0;4;Research Scientist;3;Married;10048;0;0;24;1;1;13;5;2;1;1;1;5;0;0
28;0;Travel_Rarely;Research & Development;23;3;Life Sciences;1;0;1;Research Scientist;3;Divorced;2713;1;0;25;3;3;10;2;2;5;5;0;2;3;0
56;0;Travel_Rarely;Research & Development;28;3;Medical;2;1;4;Research Scientist;3;Single;23333;4;0;12;4;0;18;2;3;5;2;2;0;-1;2
35;0;Travel_Rarely;Research & Development;7;4;Medical;2;1;4;Research Scientist;2;Married;38989;6;1;16;4;0;17;2;3;9;0;0;3;-1;2
36;0;Travel_Rarely;Research & Development;9;3;Medical;3;1;4;Research Scientist;3;Married;2693;1;0;16;4;1;5;3;3;1;1;0;5;0;0
41;0;Travel_Rarely;Research & Development;1;4;Life Sciences;2;0;3;Research Scientist;4;Married;2289;9;0;17;2;1;9;2;2;5;1;4;2;3;0
38;0;Travel_Frequently;Research & Development;8;2;Life Sciences;4;0;3;Research Scientist;4;Single;4735;0;0;21;4;0;5;2;3;5;2;0;2;3;0
31;1;Travel_Rarely;Research & Development;1;3;Technical Degree;3;0;3;Research Scientist;3;Single;5582;0;0;14;4;0;7;2;2;7;5;2;2;-1;0
36;0;Travel_Rarely;Research & Development;7;1;Medical;4;0;2;Research Scientist;4;Married;3886;0;0;11;3;2;2;2;3;2;1;4;5;2;0
46;0;Travel_Rarely;Research & Development;2;4;Technical Degree;2;0;3;Research Scientist;2;Married;9396;1;0;11;3;1;6;3;2;4;2;3;5;-1;0
36;0;Travel_Rarely;Research & Development;19;2;Life Sciences;3;0;3;Research Scientist;1;Divorced;3875;2;0;16;1;2;17;2;2;2;0;0;5;2;0
36;0;Travel_Rarely;Research & Development;2;1;Medical;1;1;4;Research Scientist;1;Single;8268;0;0;13;3;0;6;2;2;6;1;0;2;-1;0
19;0;Travel_Rarely;Research & Development;9;3;Life Sciences;3;1;4;Research Scientist;3;Married;1483;6;0;18;1;2;1;2;2;1;0;0;5;0;0
40;0;Non-Travel;Research & Development;22;4;Other;3;0;2;Research Scientist;4;Married;10932;1;1;15;2;0;16;2;3;1;1;1;5;0;0
34;0;Travel_Rarely;Research & Development;6;2;Technical Degree;4;1;3;Research Scientist;1;Divorced;4381;3;1;12;2;2;16;3;3;6;6;36;4;-1;0
38;0;Travel_Rarely;Research & Development;1;2;Life Sciences;2;1;2;Research Scientist;4;Married;13206;0;1;13;4;1;6;3;3;6;3;5;2;-1;0
56;0;Travel_Rarely;Research & Development;23;2;Life Sciences;3;1;4;Research Scientist;3;Married;5380;1;0;24;3;1;10;3;3;0;0;0;5;5;0
38;0;Travel_Frequently;Research & Development;2;4;Medical;4;1;4;Research Scientist;4;Married;5980;0;1;14;1;3;6;2;3;1;1;0;5;0;0
26;0;Travel_Rarely;Research & Development;3;3;Life Sciences;3;1;2;Research Scientist;4;Married;2368;3;0;17;1;1;7;3;3;5;0;0;2;3;0
31;1;Travel_Frequently;Research & Development;10;3;Life Sciences;4;1;2;Research Scientist;1;Single;42903;0;1;20;3;0;3;2;3;3;0;0;3;-1;2
40;1;Travel_Rarely;Research & Development;10;1;Medical;4;0;3;Research Scientist;3;Single;19419;0;1;11;4;0;1;3;3;1;1;0;0;-1;2
27;0;Travel_Rarely;Research & Development;8;1;Life Sciences;3;0;2;Research Scientist;2;Married;23333;1;0;23;4;1;9;3;3;5;5;5;0;-1;2
34;0;Travel_Rarely;Research & Development;1;3;Technical Degree;3;0;3;Research Scientist;1;Married;9713;2;0;16;2;1;7;2;3;5;2;0;2;-1;0
28;1;Travel_Rarely;Research & Development;1;4;Other;4;1;3;Research Scientist;4;Single;31161;1;1;13;3;0;10;2;2;7;7;49;4;-1;1
36;0;Travel_Frequently;Research & Development;3;4;Life Sciences;4;1;3;Research Scientist;3;Married;4364;1;1;11;3;0;8;2;3;2;0;4;5;2;0
36;0;Travel_Rarely;Research & Development;14;3;Life Sciences;1;0;3;Research Scientist;1;Married;6582;1;1;14;4;2;9;2;2;6;6;36;4;-1;0
46;0;Travel_Rarely;Research & Development;23;3;Life Sciences;1;1;3;Research Scientist;4;Divorced;46817;0;0;22;2;2;3;2;1;3;2;0;3;-1;2
23;0;Travel_Rarely;Research & Development;17;3;Life Sciences;4;1;1;Research Scientist;3;Single;3295;2;0;13;4;0;5;3;3;3;0;0;5;1;0
42;0;Travel_Rarely;Research & Development;1;3;Life Sciences;1;0;2;Research Scientist;3;Divorced;4272;1;0;14;4;1;1;3;1;1;0;0;5;0;0
32;1;Travel_Rarely;Research & Development;1;2;Medical;3;0;3;Research Scientist;2;Divorced;9204;1;1;12;3;3;6;2;2;4;3;6;5;-1;0
29;0;Travel_Rarely;Research & Development;5;4;Life Sciences;2;1;2;Research Scientist;4;Divorced;3339;9;0;12;2;1;10;2;2;7;3;0;2;-1;0
18;0;Non-Travel;Research & Development;25;3;Life Sciences;2;0;4;Research Scientist;4;Single;4155;1;1;12;4;0;0;2;3;0;0;0;5;5;0
36;1;Travel_Rarely;Research & Development;25;5;Technical Degree;3;0;2;Research Scientist;2;Married;62473;0;0;16;2;0;6;2;4;6;1;2;3;-1;2
25;0;Travel_Rarely;Research & Development;6;3;Medical;1;1;2;Research Scientist;3;Single;6180;1;1;14;1;0;7;2;1;6;6;6;2;-1;0
34;0;Travel_Rarely;Research & Development;1;3;Medical;4;1;3;Research Scientist;2;Single;11994;0;0;18;4;0;2;4;2;2;1;4;5;-1;0
28;0;Travel_Frequently;Research & Development;24;2;Technical Degree;1;0;3;Research Scientist;4;Divorced;15505;1;0;17;1;2;9;3;3;3;3;9;0;-1;0
51;0;Travel_Rarely;Research & Development;7;4;Medical;4;1;3;Research Scientist;1;Married;13734;5;1;22;3;1;16;6;3;7;4;0;2;-1;0
36;0;Travel_Rarely;Research & Development;2;3;Life Sciences;3;1;3;Research Scientist;2;Married;6125;0;0;23;4;1;6;2;3;6;4;0;2;-1;0
34;0;Travel_Rarely;Research & Development;9;2;Life Sciences;2;1;3;Research Scientist;1;Married;4538;1;1;13;4;0;8;3;3;3;1;9;5;-1;0
39;0;Travel_Rarely;Research & Development;19;4;Medical;4;0;3;Research Scientist;4;Married;9991;0;0;18;1;1;5;5;3;5;2;3;2;-1;0
44;0;Travel_Rarely;Research & Development;20;4;Life Sciences;4;0;3;Research Scientist;3;Single;2436;3;0;12;4;0;20;2;2;4;3;0;5;4;0
33;1;Travel_Rarely;Research & Development;1;4;Medical;1;1;3;Research Scientist;4;Married;27247;0;1;14;2;3;4;2;4;4;2;4;0;-1;2
43;0;Travel_Rarely;Research & Development;1;3;Technical Degree;4;0;3;Research Scientist;1;Single;7510;0;0;11;2;0;5;1;2;5;2;2;2;3;0
18;1;Non-Travel;Research & Development;29;4;Medical;1;1;2;Research Scientist;3;Single;1514;1;0;22;2;0;0;4;3;0;0;0;5;5;0
34;1;Travel_Frequently;Research & Development;2;3;Life Sciences;1;0;3;Research Scientist;1;Married;5343;0;1;14;2;1;6;2;3;6;2;2;2;-1;0
46;0;Non-Travel;Research & Development;1;2;Life Sciences;4;0;3;Research Scientist;3;Married;7991;0;0;22;4;1;1;3;3;1;1;0;5;0;0
50;0;Travel_Frequently;Research & Development;2;3;Life Sciences;3;1;3;Research Scientist;4;Single;9208;1;0;13;3;0;9;3;3;2;2;4;5;-1;0
39;0;Travel_Rarely;Research & Development;15;4;Other;3;0;3;Research Scientist;1;Married;13464;8;0;12;4;1;10;2;2;4;4;8;0;-1;0
43;0;Travel_Rarely;Research & Development;27;1;Medical;3;1;2;Research Scientist;1;Single;2645;1;0;11;4;0;6;2;2;5;1;5;2;3;0
31;0;Travel_Rarely;Research & Development;2;1;Medical;2;1;3;Research Scientist;4;Single;6812;0;1;14;4;0;8;2;3;8;2;2;2;-1;0
29;1;Travel_Rarely;Research & Development;1;3;Medical;2;0;3;Research Scientist;4;Married;2362;0;1;16;1;1;6;2;2;6;0;0;2;-1;0
39;0;Travel_Rarely;Research & Development;9;4;Medical;4;1;3;Research Scientist;2;Divorced;6120;0;1;14;4;1;3;2;3;3;0;0;5;1;0
45;0;Travel_Rarely;Research & Development;1;2;Life Sciences;4;0;3;Research Scientist;3;Single;9380;0;0;12;4;0;4;4;4;3;2;2;5;-1;0
55;0;Travel_Rarely;Research & Development;10;1;Life Sciences;4;0;3;Research Scientist;1;Divorced;5160;0;1;13;2;2;6;3;2;6;3;12;2;-1;0
36;0;Travel_Rarely;Research & Development;19;1;Medical;3;0;3;Research Scientist;4;Married;31161;0;0;24;1;2;2;3;3;2;2;4;0;-1;2
38;0;Travel_Rarely;Research & Development;5;4;Technical Degree;3;1;3;Research Scientist;4;Married;38989;0;1;12;3;1;6;4;3;6;3;0;3;-1;2
30;1;Travel_Rarely;Research & Development;19;3;Medical;3;0;4;Research Scientist;3;Divorced;42903;0;1;12;4;0;7;2;3;7;2;4;3;-1;2
36;1;Travel_Frequently;Research & Development;2;4;Medical;3;0;3;Research Scientist;3;Single;5968;0;0;17;4;0;5;2;2;5;1;4;2;3;0
24;0;Non-Travel;Research & Development;16;2;Life Sciences;3;0;3;Research Scientist;3;Divorced;2694;9;0;16;2;1;6;4;3;1;0;0;5;0;0
28;0;Travel_Rarely;Research & Development;2;3;Life Sciences;4;0;3;Research Scientist;4;Single;4936;5;1;11;3;0;6;6;3;5;2;2;2;3;0
29;0;Travel_Rarely;Research & Development;1;3;Medical;3;1;3;Research Scientist;1;Married;4938;1;0;25;3;1;3;3;3;0;0;0;5;5;0
37;1;Travel_Rarely;Research & Development;2;3;Technical Degree;4;1;3;Research Scientist;3;Single;7491;4;0;24;1;0;7;3;3;6;0;0;2;-1;0
34;0;Travel_Rarely;Research & Development;19;4;Other;4;0;3;Research Scientist;4;Divorced;2308;0;0;14;2;3;7;4;3;7;2;4;2;-1;0
36;0;Travel_Rarely;Research & Development;9;3;Medical;1;0;3;Research Scientist;4;Married;23333;0;0;13;2;1;15;3;3;5;5;20;0;-1;2
41;0;Travel_Rarely;Research & Development;2;3;Medical;3;1;3;Research Scientist;3;Divorced;38989;0;0;14;3;1;8;2;4;8;2;1;3;-1;2
36;1;Travel_Rarely;Research & Development;5;2;Life Sciences;1;0;2;Research Scientist;1;Divorced;3763;6;0;17;1;1;5;2;1;0;0;0;5;5;0
26;1;Travel_Rarely;Research & Development;10;4;Life Sciences;3;0;3;Research Scientist;3;Single;2293;1;1;11;3;0;6;2;3;1;1;0;5;0;0
26;1;Travel_Rarely;Research & Development;9;3;Medical;4;0;2;Research Scientist;3;Married;5828;0;1;17;1;1;2;0;2;2;0;0;5;-1;0
29;0;Travel_Rarely;Research & Development;15;3;Life Sciences;4;1;2;Research Scientist;1;Married;15505;0;0;19;4;1;8;2;2;3;3;9;0;-1;0
36;0;Travel_Rarely;Research & Development;10;3;Medical;2;1;3;Research Scientist;2;Married;4627;0;0;11;1;1;8;6;1;8;7;28;4;-1;0
35;0;Travel_Rarely;Research & Development;9;3;Life Sciences;1;1;3;Research Scientist;3;Single;23333;4;0;13;3;0;7;4;2;5;2;2;0;-1;2
45;0;Travel_Rarely;Research & Development;6;4;Other;1;1;3;Research Scientist;3;Single;5906;1;0;14;3;0;16;2;3;9;9;18;2;-1;0
43;0;Travel_Frequently;Research & Development;5;5;Medical;2;0;4;Research Scientist;3;Married;5679;0;1;12;1;0;7;3;2;7;3;0;2;-1;0
31;0;Non-Travel;Research & Development;1;4;Technical Degree;4;0;3;Research Scientist;1;Married;4345;4;0;14;2;1;9;2;2;5;2;5;2;3;0
36;1;Travel_Rarely;Research & Development;11;3;Medical;4;0;2;Research Scientist;1;Single;6549;0;1;15;1;0;1;2;3;1;0;0;5;0;0
30;1;Travel_Rarely;Research & Development;2;4;Medical;1;0;1;Research Scientist;4;Married;2064;5;1;13;4;0;5;3;2;5;2;4;2;3;0
36;0;Travel_Rarely;Research & Development;8;4;Other;4;1;3;Research Scientist;4;Married;4810;9;0;14;1;2;12;5;3;10;8;81;1;-1;3
29;0;Travel_Rarely;Research & Development;6;1;Medical;1;0;3;Research Scientist;3;Married;5373;0;0;20;4;0;3;5;3;3;2;4;5;1;0
20;0;Travel_Rarely;Research & Development;10;3;Life Sciences;4;1;3;Research Scientist;2;Divorced;2044;0;0;14;4;2;2;3;2;2;1;2;5;2;0
44;0;Non-Travel;Research & Development;4;3;Technical Degree;4;0;3;Research Scientist;2;Divorced;2290;5;0;15;4;2;11;3;2;0;0;0;5;5;0
32;1;Travel_Rarely;Research & Development;18;1;Other;4;1;3;Research Scientist;4;Single;5878;1;0;19;1;0;1;2;2;1;0;0;5;0;0
36;0;Travel_Rarely;Research & Development;2;2;Medical;4;0;4;Research Scientist;3;Divorced;8628;0;0;12;4;2;6;2;2;6;4;3;2;-1;0
30;0;Travel_Rarely;Research & Development;28;2;Medical;4;1;3;Research Scientist;4;Married;5209;1;0;13;4;2;11;4;3;0;0;0;5;5;0
41;0;Travel_Rarely;Research & Development;3;3;Medical;4;0;3;Research Scientist;4;Married;2127;0;0;11;3;3;0;5;2;0;0;0;5;5;0
29;0;Travel_Rarely;Research & Development;1;2;Life Sciences;2;0;2;Research Scientist;3;Married;5869;0;1;13;3;1;1;2;2;1;0;0;5;0;0
29;0;Travel_Rarely;Research & Development;2;3;Life Sciences;4;0;3;Research Scientist;3;Married;11591;4;0;13;2;1;6;2;3;2;2;4;5;-1;0
26;1;Travel_Rarely;Research & Development;9;2;Medical;3;1;2;Research Scientist;1;Single;2148;0;1;22;1;0;4;2;3;4;2;2;5;4;0
43;0;Travel_Rarely;Research & Development;6;3;Life Sciences;4;1;2;Research Scientist;3;Married;4522;0;0;13;3;1;4;3;3;4;2;4;5;4;0
28;0;Travel_Rarely;Research & Development;5;4;Other;2;0;4;Research Scientist;4;Married;4221;3;0;17;4;2;6;3;3;5;2;0;2;3;0
38;0;Non-Travel;Research & Development;26;3;Medical;2;1;3;Research Scientist;2;Divorced;23333;1;0;11;1;1;20;2;3;5;5;10;0;-1;2
31;0;Travel_Rarely;Research & Development;5;3;Technical Degree;4;0;3;Research Scientist;1;Divorced;3477;5;0;14;4;1;8;2;3;5;2;4;2;3;0
31;1;Travel_Rarely;Research & Development;25;4;Life Sciences;4;0;3;Research Scientist;2;Divorced;2657;1;1;19;1;1;10;5;2;2;2;4;5;2;0
37;0;Travel_Rarely;Research & Development;8;3;Medical;2;0;4;Research Scientist;3;Married;4189;7;0;17;1;0;5;2;3;5;2;0;2;3;0
30;0;Travel_Rarely;Research & Development;5;3;Life Sciences;4;1;4;Research Scientist;2;Divorced;3204;1;1;16;1;1;4;3;2;3;2;4;5;1;0
36;1;Travel_Rarely;Research & Development;3;3;Life Sciences;1;1;3;Research Scientist;1;Single;2001;1;1;11;1;0;10;2;3;5;5;25;4;-1;0
36;0;Travel_Frequently;Research & Development;6;3;Medical;2;1;1;Research Scientist;4;Divorced;4639;7;1;12;4;3;17;2;3;15;9;11;2;-1;0
36;0;Travel_Rarely;Research & Development;6;4;Medical;1;1;2;Research Scientist;3;Divorced;3346;0;0;12;3;2;6;3;2;1;1;0;5;0;0
47;0;Non-Travel;Research & Development;1;1;Life Sciences;4;0;3;Research Scientist;1;Single;4978;1;0;13;4;0;1;3;3;1;0;0;5;0;0
28;0;Travel_Rarely;Research & Development;8;3;Medical;3;0;3;Research Scientist;4;Single;3441;1;0;11;3;0;6;3;2;2;2;2;5;2;0
38;0;Travel_Rarely;Research & Development;3;4;Medical;1;1;2;Research Scientist;4;Single;7677;0;0;13;4;0;5;4;3;1;1;1;5;0;0
27;1;Travel_Rarely;Research & Development;22;3;Life Sciences;1;1;3;Research Scientist;3;Married;2318;4;1;11;2;0;7;2;3;1;1;0;5;0;0
36;0;Travel_Rarely;Research & Development;6;1;Life Sciences;3;0;3;Research Scientist;3;Married;3408;0;1;14;4;0;4;2;3;4;2;4;5;4;0
42;0;Travel_Rarely;Research & Development;9;3;Medical;2;0;3;Research Scientist;4;Married;7677;1;1;12;3;3;4;2;2;1;1;1;5;0;0
39;1;Travel_Rarely;Research & Development;10;3;Medical;1;1;2;Research Scientist;2;Single;5902;0;1;25;2;0;1;2;4;1;0;0;5;0;0
49;0;Travel_Rarely;Research & Development;3;5;Technical Degree;4;0;3;Research Scientist;3;Single;6651;3;1;20;2;0;19;0;3;3;2;4;5;1;0
33;1;Travel_Frequently;Research & Development;14;4;Life Sciences;2;0;3;Research Scientist;2;Married;4682;9;1;18;1;3;7;6;3;7;3;16;2;-1;0
38;0;Non-Travel;Research & Development;2;4;Life Sciences;3;1;3;Research Scientist;4;Divorced;5329;0;1;18;2;1;3;2;1;3;2;4;5;1;0
30;0;Travel_Rarely;Research & Development;9;4;Medical;2;1;3;Research Scientist;3;Single;9667;1;0;19;2;0;10;3;3;7;7;0;2;-1;0
30;0;Travel_Rarely;Research & Development;2;1;Life Sciences;1;0;4;Research Scientist;4;Married;2720;1;0;13;4;1;10;3;3;5;5;25;4;-1;0
35;1;Travel_Rarely;Research & Development;24;2;Life Sciences;4;1;2;Research Scientist;4;Single;4425;1;1;24;2;0;1;2;2;1;0;0;5;0;0
35;0;Travel_Rarely;Research & Development;4;4;Medical;3;1;2;Research Scientist;2;Married;10685;0;0;21;4;0;7;2;3;7;1;2;2;-1;0
35;0;Travel_Frequently;Research & Development;4;1;Life Sciences;3;0;3;Research Scientist;3;Married;11591;7;1;15;4;0;8;2;3;2;2;2;5;-1;0
26;0;Travel_Frequently;Research & Development;11;3;Medical;1;0;3;Research Scientist;2;Married;2544;0;0;13;4;1;2;3;3;2;2;1;5;2;0
43;1;Travel_Rarely;Research & Development;16;4;Technical Degree;4;1;1;Research Scientist;1;Married;16064;0;1;23;2;1;5;2;3;5;0;6;0;-1;0
38;0;Travel_Rarely;Research & Development;22;3;Technical Degree;1;1;2;Research Scientist;2;Divorced;3306;5;0;12;4;1;8;5;3;1;1;1;5;0;0
36;0;Travel_Frequently;Research & Development;7;4;Other;2;0;3;Research Scientist;4;Single;7677;2;0;18;3;0;8;3;3;1;1;0;5;0;0
52;0;Travel_Rarely;Research & Development;29;3;Medical;3;0;3;Research Scientist;4;Single;10445;5;0;13;2;0;9;4;2;8;3;0;2;-1;0
36;0;Travel_Rarely;Research & Development;6;4;Life Sciences;2;1;1;Research Scientist;4;Single;19419;1;0;13;2;0;17;6;3;4;4;16;0;-1;2
28;1;Non-Travel;Research & Development;5;2;Life Sciences;1;0;4;Research Scientist;3;Single;8722;0;1;14;1;0;8;2;3;8;3;0;2;-1;0
32;0;Travel_Rarely;Research & Development;3;3;Life Sciences;4;0;3;Research Scientist;2;Divorced;3038;1;0;12;3;1;11;2;3;5;5;25;4;-1;0
48;0;Travel_Rarely;Research & Development;1;1;Medical;1;1;2;Research Scientist;3;Divorced;35075;0;0;13;3;2;5;3;3;5;3;3;3;-1;2
36;0;Non-Travel;Research & Development;16;3;Medical;3;1;3;Research Scientist;3;Single;15505;1;0;14;3;0;5;3;2;3;3;3;0;-1;0
43;0;Travel_Frequently;Research & Development;24;1;Life Sciences;1;1;3;Research Scientist;4;Single;10820;7;0;13;1;0;18;1;3;8;7;7;2;-1;0
36;0;Travel_Rarely;Research & Development;1;3;Life Sciences;1;1;3;Research Scientist;4;Divorced;15402;1;0;15;1;3;3;3;3;3;2;2;0;-1;0
37;0;Travel_Rarely;Research & Development;26;1;Technical Degree;1;0;2;Research Scientist;3;Divorced;2073;1;0;20;3;3;5;3;3;3;0;0;5;1;0
30;0;Travel_Rarely;Research & Development;15;1;Life Sciences;2;0;1;Research Scientist;4;Married;11591;0;1;18;1;1;6;2;2;2;2;2;5;-1;0
28;0;Travel_Rarely;Research & Development;3;2;Medical;3;0;3;Research Scientist;1;Divorced;3464;1;1;13;4;1;4;4;4;3;3;4;5;1;0
35;1;Travel_Rarely;Research & Development;4;4;Life Sciences;1;0;3;Research Scientist;3;Married;10274;9;1;12;3;3;17;2;4;7;7;0;2;-1;0
47;0;Non-Travel;Research & Development;3;4;Other;3;1;3;Research Scientist;3;Married;11957;0;0;16;1;1;8;3;3;8;2;4;2;-1;0
30;1;Travel_Rarely;Research & Development;5;2;Medical;3;1;2;Research Scientist;3;Married;4779;1;1;14;1;1;8;3;3;3;3;3;5;1;0
26;0;Travel_Rarely;Research & Development;1;4;Other;3;0;2;Research Scientist;1;Single;3955;3;1;11;2;0;6;2;3;5;2;0;2;3;0
22;1;Travel_Rarely;Research & Development;18;1;Medical;3;0;2;Research Scientist;4;Single;19419;1;1;13;3;0;4;2;2;4;1;0;0;-1;0
36;0;Travel_Rarely;Research & Development;4;3;Life Sciences;2;1;3;Research Scientist;3;Single;6725;0;0;19;3;0;1;2;3;1;0;0;5;0;0
29;0;Travel_Frequently;Research & Development;6;4;Life Sciences;3;1;2;Research Scientist;2;Divorced;7918;6;0;15;3;1;11;5;3;11;0;0;2;-1;0
32;0;Travel_Frequently;Research & Development;21;3;Medical;3;1;3;Research Scientist;4;Married;2432;1;0;11;3;1;5;2;1;4;2;0;5;4;0
36;0;Travel_Frequently;Research & Development;10;3;Technical Degree;4;1;4;Research Scientist;3;Married;4286;2;0;16;4;1;4;4;3;1;1;1;5;0;0
29;0;Travel_Rarely;Research & Development;9;3;Medical;1;1;3;Research Scientist;3;Married;2532;2;0;19;2;1;11;5;3;4;3;0;5;4;0
32;0;Travel_Rarely;Research & Development;7;3;Medical;4;1;4;Research Scientist;4;Divorced;2370;0;0;14;4;3;7;4;4;7;2;8;2;-1;0
37;1;Travel_Rarely;Research & Development;8;4;Medical;3;1;2;Research Scientist;2;Married;7677;2;0;15;1;0;11;5;2;1;1;1;5;0;0
35;0;Travel_Rarely;Research & Development;1;3;Medical;2;0;2;Research Scientist;3;Single;6540;1;0;18;1;0;6;5;3;1;1;0;5;0;0
55;0;Travel_Frequently;Research & Development;2;3;Medical;4;0;3;Research Scientist;2;Divorced;6385;0;0;13;3;2;10;3;2;8;6;5;2;-1;0
36;1;Travel_Rarely;Research & Development;16;1;Life Sciences;2;0;1;Research Scientist;1;Single;7428;1;1;22;2;0;10;3;3;5;5;10;2;-1;0
45;0;Travel_Rarely;Research & Development;9;3;Medical;2;1;2;Research Scientist;2;Married;4477;4;1;20;2;1;9;2;2;3;0;0;5;1;0
36;0;Non-Travel;Research & Development;9;2;Life Sciences;3;1;3;Research Scientist;1;Single;11713;0;0;25;3;0;1;2;3;1;0;0;5;0;0
35;0;Travel_Frequently;Research & Development;15;2;Life Sciences;3;0;3;Research Scientist;4;Single;2194;0;0;14;4;0;0;2;3;0;0;0;5;5;0
36;0;Travel_Rarely;Research & Development;19;3;Life Sciences;2;1;2;Research Scientist;4;Married;38989;1;0;12;2;0;10;2;3;9;7;72;1;-1;1
36;0;Non-Travel;Research & Development;1;3;Medical;2;0;3;Research Scientist;4;Single;8834;0;1;12;3;0;6;2;3;6;2;3;2;-1;0
36;0;Travel_Frequently;Research & Development;14;4;Technical Degree;3;1;3;Research Scientist;2;Married;2655;8;0;18;3;1;16;3;4;9;7;7;2;-1;0
31;0;Travel_Frequently;Research & Development;2;4;Technical Degree;4;1;2;Research Scientist;1;Single;7446;0;0;16;4;0;10;2;3;10;7;0;2;-1;0
39;0;Travel_Rarely;Research & Development;3;3;Medical;3;0;3;Research Scientist;3;Divorced;5151;0;0;20;3;1;1;3;3;1;0;0;5;0;0
35;0;Travel_Rarely;Research & Development;4;2;Life Sciences;3;0;3;Research Scientist;4;Single;19419;1;1;20;2;0;8;2;2;4;2;8;0;-1;0
38;0;Travel_Rarely;Research & Development;11;4;Life Sciences;4;0;3;Research Scientist;4;Married;6861;3;1;19;2;1;8;1;3;1;1;0;5;0;0
27;0;Travel_Rarely;Research & Development;10;1;Medical;1;1;4;Research Scientist;3;Single;27247;0;0;18;4;0;2;5;3;2;2;0;0;-1;2
38;0;Travel_Rarely;Research & Development;23;3;Medical;2;0;4;Research Scientist;4;Married;3057;1;1;11;2;2;6;0;3;1;1;1;5;0;0
36;0;Travel_Rarely;Research & Development;5;2;Life Sciences;1;0;4;Research Scientist;2;Divorced;4240;0;1;12;4;2;7;0;2;2;2;0;5;2;0
28;1;Travel_Rarely;Research & Development;3;3;Technical Degree;4;0;3;Research Scientist;1;Single;2367;5;1;11;3;0;8;2;3;4;4;0;5;4;0
36;0;Travel_Rarely;Research & Development;23;2;Life Sciences;4;1;2;Research Scientist;3;Single;2187;1;0;12;4;0;18;5;3;5;5;15;2;-1;0
44;0;Travel_Frequently;Research & Development;2;4;Medical;3;0;2;Research Scientist;1;Single;3161;1;0;11;3;0;6;0;3;1;1;1;5;0;0
40;0;Travel_Rarely;Research & Development;2;4;Other;4;1;3;Research Scientist;2;Married;19419;4;1;22;4;1;15;2;3;4;0;0;0;-1;0
55;0;Travel_Rarely;Research & Development;5;2;Life Sciences;4;0;2;Research Scientist;2;Married;23333;3;0;12;1;1;12;2;3;5;5;2;0;-1;2
34;0;Travel_Rarely;Research & Development;5;2;Life Sciences;2;0;3;Research Scientist;4;Single;4325;0;0;15;4;0;0;2;3;0;0;0;5;5;0
28;0;Travel_Rarely;Research & Development;20;4;Medical;4;0;3;Research Scientist;3;Married;3196;4;0;17;1;2;10;2;2;6;0;0;2;-1;0
37;0;Travel_Frequently;Research & Development;8;4;Life Sciences;4;0;4;Research Scientist;1;Married;2326;6;0;19;2;1;14;3;3;4;4;16;5;-1;0
29;0;Travel_Rarely;Research & Development;10;2;Life Sciences;4;0;4;Research Scientist;4;Single;11591;3;0;17;1;0;4;3;3;2;0;0;5;-1;0
30;0;Travel_Rarely;Research & Development;5;1;Medical;3;0;3;Research Scientist;4;Single;9714;0;0;18;3;0;3;4;3;3;2;4;5;-1;0
24;0;Travel_Rarely;Research & Development;18;3;Life Sciences;1;0;3;Research Scientist;3;Single;2296;1;0;14;3;0;5;3;2;1;1;0;5;0;0
36;0;Travel_Rarely;Research & Development;7;3;Life Sciences;2;0;3;Research Scientist;1;Divorced;4485;2;0;17;3;1;18;2;3;8;0;0;2;-1;0
27;0;Travel_Frequently;Research & Development;10;3;Life Sciences;1;1;3;Research Scientist;3;Married;2863;6;0;13;1;1;9;2;2;1;1;1;5;0;0
39;0;Travel_Rarely;Research & Development;2;1;Technical Degree;1;1;3;Research Scientist;4;Single;8376;1;1;13;3;0;6;3;3;2;2;2;5;-1;0
32;0;Travel_Rarely;Research & Development;20;3;Life Sciences;4;1;3;Research Scientist;2;Single;5175;1;0;13;3;0;6;2;2;5;3;2;2;3;0
32;0;Travel_Rarely;Research & Development;26;2;Medical;3;0;2;Research Scientist;4;Married;6735;3;1;13;4;1;14;2;1;0;0;0;5;5;0
50;1;Non-Travel;Research & Development;6;1;Medical;2;1;3;Research Scientist;1;Single;6347;0;0;11;3;0;8;3;3;8;3;2;2;-1;0
39;0;Travel_Rarely;Research & Development;9;4;Life Sciences;1;0;3;Research Scientist;4;Married;9613;0;1;12;4;1;6;5;2;6;5;0;2;-1;0
43;1;Travel_Rarely;Research & Development;17;3;Technical Degree;3;1;2;Research Scientist;3;Married;9985;9;1;16;4;1;6;1;3;1;0;0;5;0;0
